WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,total_split_CYD
"LINESTRING (-81.9082384 26.4255969,-81.9083034 26.4255035,-81.9083489 26.4254696)",1388,5787532321,5787532323,611244720,,service,False,True,18.131,,,,driveway,,,,,,,138.22309848590277
"LINESTRING (-81.9083489 26.4254696,-81.9084312 26.4254083)",1391,5787532323,5787532325,611244720,,service,False,True,10.659,,,,driveway,,,,,,,380.3158643441008
"LINESTRING (-81.9075729 26.4253283,-81.907538 26.4253304)",1397,5787669196,5787669199,611263358,,service,False,False,3.483,,,,driveway,,,,,,,25.068112363659985
"LINESTRING (-81.9074072 26.4251756,-81.9074261 26.425337,-81.907538 26.4253304)",1398,5787669198,5787669199,"[611263363, 611263358]",,service,False,True,29.212,,,,driveway,,,,,,,116.93206493578079
"LINESTRING (-81.907538 26.4253304,-81.9075391 26.4254563)",1400,5787669199,5787669200,611263359,,service,False,False,14.0,,,,driveway,,,,,,,6.609887923691512
"LINESTRING (-81.9075391 26.4254563,-81.9075285 26.4254558,-81.907358 26.425449,-81.9072521 26.4254344)",1403,5787669200,5804156700,719594952,Estero Boulevard,secondary,False,False,28.721,2,CR 865,,,25 mph,,,,,,27.33885617417986
"LINESTRING (-81.9072033 26.425345,-81.9072484 26.4251518,-81.9072736 26.4251238,-81.9072914 26.4249891,-81.9072888 26.4249511,-81.9072674 26.4249248,-81.9072473 26.4249191,-81.907128 26.4248922,-81.9070144 26.4248416,-81.90698 26.4248254)",1405,5787669210,5787669260,611263362,,service,False,False,79.732,,,,driveway,,,,,,,64.03047893426336
"LINESTRING (-81.9068347 26.4247325,-81.9067632 26.4248114)",1408,5787669219,5787669253,611263376,,service,False,True,11.299,,,,driveway,,,,,,,407.6097552943098
"LINESTRING (-81.9068347 26.4247325,-81.9067471 26.4246425)",1407,5787669219,5787669258,11018877,Shelby Lane,residential,False,True,13.276,,,,,,,,,,,96.69771414897006
"LINESTRING (-81.9068347 26.4247325,-81.9068407 26.424737)",1406,5787669219,5789781117,11018877,Shelby Lane,residential,False,False,0.779,,,,,,,,,,,35.56749216081623
"LINESTRING (-81.9070994 26.4252499,-81.9070486 26.4253842)",1409,5787669226,5787669227,611263366,,service,False,False,15.767,,,,driveway,,,,,,,149.71171321041422
"LINESTRING (-81.9070486 26.4253842,-81.906974 26.425361,-81.9069045 26.4253346)",1411,5787669227,5787669232,719594952,Estero Boulevard,secondary,False,False,15.381,2,CR 865,,,25 mph,,,,,,81.38705538694992
"LINESTRING (-81.9070486 26.4253842,-81.907135 26.425411,-81.907206 26.425428,-81.9072521 26.4254344)",1412,5787669227,5804156700,719594952,Estero Boulevard,secondary,False,True,21.068,2,CR 865,,,25 mph,,,,,,106.2078590187711
"LINESTRING (-81.9065761 26.4247604,-81.9067471 26.4246425)",1417,5787669257,5787669258,611263378,,service,False,False,21.49,,,,driveway,,,,,,,687.1135874961224
"LINESTRING (-81.9068697 26.4250068,-81.90698 26.4248254)",1421,5787669259,5787669260,611263379,,service,False,False,22.967,,,,driveway,,,,,,,448.7529352274918
"LINESTRING (-81.90698 26.4248254,-81.9069541 26.4248131)",1422,5787669260,5789781098,611263362,,service,False,False,2.919,,,,driveway,,,,,,,76.14860679436448
"LINESTRING (-81.9077106 26.4250125,-81.9078149 26.4249363)",1426,5789781070,5789781071,611565926,,service,False,False,13.404,,,,driveway,,,,,,,150.79087858571077
"LINESTRING (-81.9078149 26.4249363,-81.9078037 26.4249234,-81.907773 26.424888,-81.9077279 26.4248395,-81.9077093 26.4248195,-81.907658 26.4247644,-81.9075866 26.4246877,-81.9074934 26.4245877,-81.9074252 26.4245144,-81.9073242 26.4244058,-81.907288 26.424367,-81.9071884 26.4242523)",1428,5789781071,5789834738,11011944,Gulf Road,residential,False,False,98.38,,,,,,,,,,,127.25158383705428
"LINESTRING (-81.9069541 26.4248131,-81.907029 26.4247665)",1431,5789781098,5789781099,611565933,,service,False,False,9.082,,,,driveway,,,,,,,597.228104778712
"LINESTRING (-81.9069541 26.4248131,-81.906919 26.4247964,-81.9068407 26.424737)",1432,5789781098,5789781117,"[611263362, 11018877]",Shelby Lane,"['residential', 'service']",False,"[False, True]",14.176,,,,driveway,,,,,,,40.85090597737238
"LINESTRING (-81.9069164 26.4246755,-81.9068407 26.424737)",1434,5789781116,5789781117,611565938,,service,False,False,10.178,,,,driveway,,,,,,,677.715855686248
"LINESTRING (-81.9065443 26.4242485,-81.906475 26.4241693)",1438,5789781143,5789781144,611565946,,service,False,False,11.188,,,,driveway,,,,,,,58.20748243005893
"LINESTRING (-81.906475 26.4241693,-81.9063948 26.4242293)",1439,5789781144,5789834753,11024325,Flamingo Street,residential,False,False,10.406,,,,,,,,,,,5.66561822030701
"LINESTRING (-81.906475 26.4241693,-81.9065034 26.4241481)",1440,5789781144,5789834754,11024325,Flamingo Street,residential,False,True,3.682,,,,,,,,,,,10.746688528995044
"LINESTRING (-81.9070644 26.4241094,-81.9071648 26.424033)",1443,5789834735,5789834736,611573138,,service,False,False,13.12,,,,driveway,,,,,,,1.5513002269888243
"LINESTRING (-81.9070644 26.4241094,-81.9071746 26.4242364,-81.9071884 26.4242523)",1444,5789834735,5789834738,11011944,Gulf Road,residential,False,True,20.123,,,,,,,,,,,78.30693754495762
"LINESTRING (-81.9073326 26.4241556,-81.9071884 26.4242523)",1446,5789834737,5789834738,611573140,,service,False,False,17.939,,,,driveway,,,,,,,220.14973656050097
"LINESTRING (-81.9062374 26.4240473,-81.9062871 26.4241191,-81.9063291 26.4241621)",1450,5789834751,5789834756,611573152,,service,False,False,15.745,,,,driveway,,,,,,,166.21395040765765
"LINESTRING (-81.9063948 26.4242293,-81.9063291 26.4241621)",1453,5789834753,5789834756,611573152,,service,False,True,9.932,,,,driveway,,,,,,,10.004762333478649
"LINESTRING (-81.9065034 26.4241481,-81.9064389 26.4240792,-81.9063291 26.4241621)",1456,5789834754,5789834756,"[611573154, 611573156]",,service,False,False,24.298,,,,driveway,,,,,,,15.085832642166682
"LINESTRING (-81.9064699 26.423404,-81.9064373 26.4235194,-81.9063915 26.4235858,-81.9063391 26.4236205)",1460,5789834829,5789834832,611573191,,service,False,False,28.404,,,,driveway,,,,,,,470.0889340015844
"LINESTRING (-81.9063391 26.4236205,-81.9063305 26.4236107)",1461,5789834832,5789834844,11039461,Court Street,residential,False,False,1.386,,,,,,,,,,,31.543104615439425
"LINESTRING (-81.9061402 26.4233937,-81.9063305 26.4236107)",1465,5789834835,5789834844,11039461,Court Street,residential,False,True,30.681,,,,driveway,,,,,,,188.5841493330762
"LINESTRING (-81.9334956 26.4445234,-81.933783 26.4446813)",3983,5796085242,5796085243,612291049,,service,False,False,33.571,,,,,,,,,,,381.5973732272654
"LINESTRING (-81.933783 26.4446813,-81.933912 26.444565,-81.9339762 26.444503)",3986,5796085243,5816061906,11032741,Eucalyptus Court,residential,False,True,27.627,,,,,,,,,,,4.42907456111302
"LINESTRING (-81.9332241 26.4438273,-81.9331871 26.4438846,-81.9331439 26.4439517,-81.9329941 26.4438721)",3989,5796086067,5796086070,"[612291056, 612291057]",,service,False,True,33.315,,,,,,,,,,,13.399636743265788
"LINESTRING (-81.9329268 26.443661,-81.9328974 26.4437245,-81.9328619 26.443802,-81.9329941 26.4438721)",3992,5796086069,5796086070,"[612291057, 612291053]",,service,False,False,32.255,,,,,,,,,,,13.399636743265788
"LINESTRING (-81.9329941 26.4438721,-81.9330309 26.4437986,-81.9330621 26.4437367)",3993,5796086070,5796086071,612291055,,service,False,False,16.508,,,,,,,,,,,13.399636743265788
"LINESTRING (-81.9325954 26.4441121,-81.9324869 26.4440548)",3999,5796086092,5796086093,612291063,,service,False,False,12.541,,,,,,,,,,,1391.8310601767703
"LINESTRING (-81.9410709 26.4482987,-81.941129 26.4481516,-81.9411535 26.4480898)",4003,5796555508,5796555509,612350166,,service,False,False,24.641,,,,driveway,,,,,,,8.273601210607062
"LINESTRING (-81.9406622 26.4483163,-81.9407823 26.4480285,-81.9408078 26.4479676)",4007,5796555513,5796555514,612350169,,service,False,False,41.395,,,,driveway,,,,,,,28.800225953227304
"LINESTRING (-81.9403423 26.4481123,-81.9404259 26.4479017,-81.9404499 26.4478412)",4011,5796555521,5796555522,612350172,,service,False,False,31.992,,,,driveway,,,,,,,46.80879815348888
"LINESTRING (-81.9404499 26.4478412,-81.9402994 26.4477879)",4013,5796555522,5796555529,882352979,Estero Boulevard,secondary,False,True,16.113,2,CR 865,,,25 mph,,,,,,110.81679447576688
"LINESTRING (-81.9404997 26.4480288,-81.9405329 26.4479402,-81.9405559 26.4478787)",4015,5796555523,5796555524,612350173,,service,False,False,17.604,,,,driveway,,,,,,,6.85719665553031
"LINESTRING (-81.940193 26.4480398,-81.9402734 26.4478495,-81.9402994 26.4477879)",4019,5796555528,5796555529,612350175,,service,False,False,29.946,,,,driveway,,,,,,,400.5052499069408
"LINESTRING (-81.9402994 26.4477879,-81.940273 26.4477786,-81.9400685 26.4477063,-81.9399951 26.4476804)",4022,5796555529,8793390779,882352979,Estero Boulevard,secondary,False,True,32.568,2,CR 865,,,25 mph,,,,,,165.06733719640505
"LINESTRING (-81.8852548 26.4052198,-81.8852148 26.4051814,-81.8851869 26.4051136,-81.8851926 26.4049592,-81.8851912 26.4048321)",1470,5797187881,5797187885,612416886,,service,False,False,45.187,,,,driveway,,,,,,,0.0
"LINESTRING (-81.8851912 26.4048321,-81.8854 26.404813,-81.8855142 26.4047961)",1472,5797187885,5797187890,136256174,Estero Boulevard,secondary,False,True,32.432,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.8856708 26.4050995,-81.8855314 26.4049218,-81.8855142 26.4047961)",1474,5797187888,5797187890,612416888,,service,False,False,38.231,,,,driveway,,,,,,,0.0
"LINESTRING (-81.8855142 26.4047961,-81.885576 26.404787,-81.8857981 26.4047431)",1476,5797187890,5797187895,136256174,Estero Boulevard,secondary,False,True,28.89,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.8858902 26.4050239,-81.8858204 26.4048507,-81.8857981 26.4047431)",1478,5797187893,5797187895,612416890,,service,False,False,32.644,,,,driveway,,,,,,,1.551300226988824
"LINESTRING (-81.8863648 26.4048274,-81.8863136 26.4046993,-81.8862867 26.4046322)",1482,5797187907,5797187908,612416895,,service,False,False,23.057,,,,driveway,,,,,,,5.440792100453557
"LINESTRING (-81.8862867 26.4046322,-81.886444 26.404595,-81.8866311 26.4045556)",1484,5797187908,5797187911,136256174,Estero Boulevard,secondary,False,True,35.345,2,CR 865,,,35 mph,,,,,,1.5063350030181335
"LINESTRING (-81.8866311 26.4045556,-81.8867723 26.4045258)",1486,5797187911,5797187918,136256174,Estero Boulevard,secondary,False,True,14.448,2,CR 865,,driveway,35 mph,,,,,,4.406591949127674
"LINESTRING (-81.8867723 26.4045258,-81.886852 26.404509,-81.8868684 26.4045067)",1491,5797187918,5797187934,136256174,Estero Boulevard,secondary,False,True,9.808,2,CR 865,,,35 mph,,,,,,4.114317993318186
"LINESTRING (-81.8868684 26.4045067,-81.8868806 26.4045851,-81.8868922 26.4046098,-81.8869215 26.4046431,-81.8869608 26.4046533,-81.8869944 26.4046501,-81.8870094 26.4046443,-81.8870273 26.4046213,-81.8870222 26.404567,-81.8870158 26.4044862)",1494,5797187934,5797187943,612416899,,service,False,False,43.747,,,,driveway,,,,,,,2.023435078681075
"LINESTRING (-81.8870158 26.4044862,-81.887039 26.404483,-81.88711 26.404477,-81.8871223 26.4044758)",1496,5797187943,5797187948,136256174,Estero Boulevard,secondary,False,True,10.673,2,CR 865,,,35 mph,,,,,,0.089930447941381
"LINESTRING (-81.8871223 26.4044758,-81.8871301 26.4045564,-81.8871452 26.4046014,-81.8871667 26.4046219,-81.8871988 26.4046322,-81.8872296 26.4046341,-81.8872596 26.4046264,-81.8872846 26.4046053,-81.8872925 26.4045822,-81.8872974 26.4045533,-81.8873066 26.4044634)",1500,5797187948,5797188158,612416901,,service,False,False,46.322,,,,driveway,,,,,,,0.0224826119853452
"LINESTRING (-81.8873066 26.4044634,-81.8873912 26.4044606)",1502,5797188158,5797188164,136256174,Estero Boulevard,secondary,False,True,8.431,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.8873942 26.4046515,-81.8873926 26.4045532,-81.8873912 26.4044606)",1504,5797188162,5797188164,612416903,,service,False,False,21.23,,,,driveway,,,,,,,4.923692024790616
"LINESTRING (-81.8877669 26.4046555,-81.8877612 26.4046158,-81.8877483 26.4045966,-81.8877326 26.4045883,-81.8877026 26.4045892)",1508,5797188167,5797188175,612416905,,service,False,False,11.749,,,,driveway,,,,,,,36.35438358030331
"LINESTRING (-81.8876411 26.4046581,-81.8876404 26.4046235,-81.887649 26.4046062,-81.8876711 26.4045902,-81.8877026 26.4045892)",1509,5797188174,5797188175,612416905,,service,False,True,11.923,,,,driveway,,,,,,,3.3049439618457557
"LINESTRING (-81.8877026 26.4045892,-81.8877018 26.4045547,-81.8876997 26.4044552)",1512,5797188175,5797188177,612416906,,service,False,False,14.903,,,,driveway,,,,,,,0.5395826876482867
"LINESTRING (-81.8876997 26.4044552,-81.8878498 26.4044534)",1514,5797188177,5797188178,136256174,Estero Boulevard,secondary,False,True,14.951,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.8878498 26.4044534,-81.8879863 26.4044517)",1517,5797188178,5797188187,136256174,Estero Boulevard,secondary,False,True,13.596,2,CR 865,,driveway,35 mph,,,,,,0.0
"LINESTRING (-81.8879863 26.4044517,-81.888125 26.40445)",1521,5797188187,5797188199,136256174,Estero Boulevard,secondary,False,True,13.815,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.888125 26.40445,-81.8882436 26.4044486)",1523,5797188199,5797188204,136256174,Estero Boulevard,secondary,False,True,11.813,2,CR 865,,driveway,35 mph,,,,,,20.684003026517654
"LINESTRING (-81.8922975 26.4049754,-81.8923175 26.4049068,-81.8923424 26.4048212)",1531,5797188338,5797188340,612416929,,service,False,False,17.72,,,,driveway,,,,,,,410.4425644044634
"LINESTRING (-81.8924377 26.4050993,-81.8924848 26.4049508,-81.8925097 26.4048722)",1535,5797188341,5797188342,612416931,,service,False,False,26.251,,,,driveway,,,,,,,358.48524810633046
"LINESTRING (-81.8927621 26.4051376,-81.8927995 26.4050577,-81.8928355 26.4049808)",1539,5797188360,5797188361,612416940,,service,False,False,18.906,,,,driveway,,,,,,,136.58186781097257
"LINESTRING (-81.8929519 26.4050229,-81.893085 26.405074)",1543,5797188404,5797188413,136256174,Estero Boulevard,secondary,False,True,14.422,2,CR 865,,driveway,35 mph,,,,,,0.0
"LINESTRING (-81.8934009 26.4053649,-81.8934314 26.405306,-81.8934414 26.4052868,-81.8934691 26.4052333)",1549,5797188422,5797188423,612416954,,service,False,False,16.133,,,,driveway,,,,,,,181.7044700655605
"LINESTRING (-81.8934691 26.4052333,-81.893511 26.405251,-81.8935926 26.4052892)",1551,5797188423,5797188460,136256174,Estero Boulevard,secondary,False,True,13.784,2,CR 865,,,35 mph,,,,,,5.755548668248391
"LINESTRING (-81.8935926 26.4052892,-81.8937195 26.4053487)",1553,5797188460,5797188466,136256174,Estero Boulevard,secondary,False,True,14.266,2,CR 865,,driveway,35 mph,,,,,,76.6657068700274
"LINESTRING (-81.8937195 26.4053487,-81.8937321 26.4053546,-81.8938138 26.4053928)",1558,5797188466,5797188499,136256174,Estero Boulevard,secondary,False,True,10.595,2,CR 865,,,35 mph,,,,,,38.31037082302836
"LINESTRING (-81.8937295 26.4055394,-81.8937737 26.4054626,-81.8938138 26.4053928)",1559,5797188497,5797188499,612416977,,service,False,False,18.337,,,,driveway,,,,,,,236.53956069781768
"LINESTRING (-81.8940362 26.4056958,-81.8940822 26.4056227,-81.8941258 26.4055535)",1563,5797188500,5797188502,612416979,,service,False,False,18.166,,,,driveway,,,,,,,530.1399906144417
"LINESTRING (-81.8946591 26.4060932,-81.8947367 26.4059902,-81.8947751 26.4059392)",1568,5797188537,5797188539,612416991,,service,False,False,20.657,,,,driveway,,,,,,,35.88224872861106
"LINESTRING (-81.8947751 26.4059392,-81.8946735 26.4058744)",1569,5797188539,5797188542,136256174,Estero Boulevard,secondary,False,False,12.422,2,CR 865,,,35 mph,,,,,,1.7536437348569318
"LINESTRING (-81.8947751 26.4059392,-81.894778 26.405941,-81.8948813 26.4060127)",1570,5797188539,5797188668,136256174,Estero Boulevard,secondary,False,True,13.367,2,CR 865,,,35 mph,,,,,,2.6079829903000524
"LINESTRING (-81.8945925 26.4059903,-81.8946306 26.4059359,-81.8946735 26.4058744)",1572,5797188540,5797188542,612416992,,service,False,False,15.204,,,,driveway,,,,,,,8.970562182152767
"LINESTRING (-81.8948813 26.4060127,-81.8949733 26.4060766)",1576,5797188668,5797188677,136256174,Estero Boulevard,secondary,False,True,11.595,2,CR 865,,driveway,35 mph,,,,,,1.798608958827622
"LINESTRING (-81.8950577 26.4061352,-81.8951503 26.4061996)",1583,5798972027,5798972035,136256174,Estero Boulevard,secondary,False,True,11.676,2,CR 865,,driveway,35 mph,,,,,,0.0
"LINESTRING (-81.8950936 26.4064248,-81.8951811 26.4063321,-81.8952425 26.4062669)",1588,5798972453,5798972455,612671520,,service,False,False,22.982,,,,driveway,,,,,,,777.201413721401
"LINESTRING (-81.8952425 26.4062669,-81.895386 26.406377,-81.8954102 26.4063973)",1590,5798972455,5798972465,136256174,Estero Boulevard,secondary,False,True,22.12,2,CR 865,,,35 mph,,,,,,94.38200511447945
"LINESTRING (-81.8952938 26.406511,-81.895347 26.4064591,-81.8954102 26.4063973)",1592,5798972463,5798972465,612671523,,service,False,False,17.153,,,,driveway,,,,,,,489.1541889651572
"LINESTRING (-81.8964791 26.4076114,-81.8965193 26.4075839,-81.8965862 26.4075382)",1597,5798972592,5798972594,612671543,,service,False,False,13.417,,,,,,,,,,,59.6576109031137
"LINESTRING (-81.8964791 26.4076114,-81.8964529 26.4075914,-81.8964257 26.4075789,-81.8963868 26.4075675,-81.8963634 26.4075465,-81.8962281 26.4073843,-81.8961935 26.4073599,-81.8961594 26.407349,-81.8961205 26.4073509,-81.8960693 26.4073724,-81.8958712 26.4075072)",1596,5798972592,5798972595,612671538,,service,True,False,78.643,,,,,,,,,,,39.20405464944582
"LINESTRING (-81.896616 26.4080735,-81.8967423 26.4079863,-81.8965157 26.4077082,-81.8964987 26.4076596,-81.8964939 26.4076343,-81.8964854 26.4076162,-81.8964791 26.4076114)",1608,5798972604,5798972592,612671538,,service,True,False,65.688,,,,,,,,,,,42.7282040781487
"LINESTRING (-81.8958712 26.4075072,-81.8958076 26.4074187)",1601,5798972595,5798972596,612671544,,service,False,False,11.703,,,,,,,,,,,63.502137552607735
"LINESTRING (-81.8958712 26.4075072,-81.895705 26.4076205,-81.8956938 26.4076472,-81.8956911 26.4076796,-81.8957082 26.4077106,-81.8961796 26.4082631,-81.8962014 26.4082798,-81.8962329 26.4082908,-81.8962696 26.4082913,-81.8963277 26.4082727,-81.896616 26.4080735)",1602,5798972595,5798972604,612671538,,service,True,False,161.038,,,,,,,,,,,22.274647824480837
"LINESTRING (-81.8970052 26.4080253,-81.8969355 26.4080735,-81.8969056 26.4080927,-81.8968556 26.4081168,-81.8968063 26.4081319,-81.8967556 26.4081326,-81.8967109 26.4081168,-81.896616 26.4080735)",1607,5798972600,5798972604,612671545,,service,False,True,43.721,,,,,,,,,,,25.798797253183707
"LINESTRING (-81.8994751 26.4115557,-81.899391 26.4115764,-81.8993383 26.4115894,-81.8992656 26.4115923,-81.8991544 26.4115942)",1612,5799216664,5799216666,612702589,,service,True,False,32.453,,,,,,,,,,,0.9172905690020874
"LINESTRING (-81.8994751 26.4115557,-81.8994999 26.4116212)",1610,5799216664,5799216668,136256174,Estero Boulevard,secondary,False,True,7.691,2,CR 865,,,35 mph,,,,,,1.61874806294486
"LINESTRING (-81.8993383 26.4121099,-81.8991923 26.4117004)",1613,5799216665,5799216667,612702590,,service,False,False,47.799,,,,,,,,,,,0.256301776632936
"LINESTRING (-81.8991544 26.4115942,-81.8991923 26.4117004)",1614,5799216666,5799216667,612702590,,service,False,True,12.397,,,,,,,,,,,0.5935409564131152
"LINESTRING (-81.8991544 26.4115942,-81.8986355 26.411603)",1615,5799216666,5799216670,612702592,,service,False,False,51.686,,,,,,,,,,,13.691910699075272
"LINESTRING (-81.8991923 26.4117004,-81.8994196 26.4116418,-81.8994999 26.4116212)",1618,5799216667,5799216668,612702591,,service,True,False,31.875,,,,,,,,,,,0.1888539406769003
"LINESTRING (-81.8986392 26.4118286,-81.8986355 26.411603)",1621,5799216669,5799216670,612702593,,service,False,False,25.088,,,,,,,,,,,14.096597714811487
"LINESTRING (-81.8986355 26.411603,-81.8984375 26.4116063)",1622,5799216670,5799216672,612702592,,service,False,False,19.722,,,,,,,,,,,32.46489170683858
"LINESTRING (-81.898443 26.4120193,-81.8984375 26.4116063)",1625,5799216671,5799216672,612702594,,service,False,False,45.927,,,,,,,,,,,65.44688348934011
"LINESTRING (-81.8984375 26.4116063,-81.8981898 26.4116105,-81.8981166 26.4116653)",1628,5799216672,5799216674,612702592,,service,False,False,34.174,,,,,,,,,,,46.111837181943166
"LINESTRING (-81.8973786 26.4116711,-81.8981166 26.4116653)",1629,5799216673,5799216674,612702595,,service,False,False,73.499,,,,,,,,,,,43.25654545980432
"LINESTRING (-81.8981166 26.4116653,-81.8978627 26.4118552)",1630,5799216674,5799216696,612702592,,service,False,False,32.943,,,,,,,,,,,27.74354318991607
"LINESTRING (-81.8977558 26.4119961,-81.8977743 26.411998,-81.8977925 26.4119945,-81.8978085 26.4119858,-81.8978204 26.411973,-81.8978271 26.4119574,-81.8978278 26.4119406,-81.8978223 26.4119246,-81.8978113 26.411911,-81.8978058 26.4119075)",1634,5799216681,5799216694,612702596,,service,True,False,15.553,,,,,,,,,,,3.574735305669899
"LINESTRING (-81.8977558 26.4119961,-81.8975968 26.4124484)",1633,5799216681,5799216697,612702598,,service,False,True,52.727,,,,,,,,,,,52.84537947155408
"LINESTRING (-81.8978058 26.4119075,-81.8978627 26.4118552)",1635,5799216694,5799216696,612702592,,service,False,True,8.12,,,,,,,,,,,1.1128892932745913
"LINESTRING (-81.8973823 26.411853,-81.8978627 26.4118552)",1637,5799216695,5799216696,612702597,,service,False,False,47.843,,,,,,,,,,,18.548154887909856
"LINESTRING (-81.9000612 26.4131354,-81.8999552 26.4131663,-81.8997606 26.4132229)",1644,5801434578,5801434580,613014385,,service,False,True,31.477,,,,,,,,,,,14.523767342533048
"LINESTRING (-81.899089 26.4148813,-81.8993358 26.4148797)",1645,5801434579,5801435553,613014380,,service,False,False,24.578,,,,parking_aisle,,,,,,,117.24682150357563
"LINESTRING (-81.8997606 26.4132229,-81.8997618 26.41339)",1647,5801434580,5801434583,613014387,,service,False,False,18.581,,,,parking_aisle,,,,,,,8.0937403147243
"LINESTRING (-81.8997606 26.4132229,-81.8994093 26.4133252)",1646,5801434580,5801434599,613014385,,service,False,True,36.788,,,,,,,,,,,103.44249774457361
"LINESTRING (-81.9004159 26.4147496,-81.9002322 26.414754)",1649,5801434582,5801434589,613014387,,service,False,True,18.3,,,,parking_aisle,,,,,,,17.199198168789138
"LINESTRING (-81.9004159 26.4147496,-81.9002414 26.4142652)",1650,5801434582,5801434594,613014390,,service,False,True,56.597,,,,parking_aisle,,,,,,,8.459082759486162
"LINESTRING (-81.8997618 26.41339,-81.8997694 26.41386)",1652,5801434583,5801434593,613014387,,service,False,False,52.267,,,,parking_aisle,,,,,,,44.11088471524743
"LINESTRING (-81.8997618 26.41339,-81.8998187 26.4133835,-81.899865 26.4133827,-81.8999132 26.4134091,-81.8999488 26.4134538,-81.9002414 26.4142652)",1654,5801434583,5801434594,613014390,,service,False,False,116.868,,,,parking_aisle,,,,,,,7.919500071837874
"LINESTRING (-81.9002322 26.414754,-81.9000703 26.4143184)",1657,5801434589,5801434595,613014392,,service,False,False,51.05,,,,parking_aisle,,,,,,,9.397731809874326
"LINESTRING (-81.9002322 26.414754,-81.9000318 26.4147588)",1656,5801434589,5801434598,613014387,,service,False,True,19.964,,,,parking_aisle,,,,,,,125.88014450594821
"LINESTRING (-81.8997694 26.41386,-81.8998641 26.4138751,-81.8999034 26.4138966,-81.8999256 26.4139293,-81.9000703 26.4143184)",1660,5801434593,5801434595,613014392,,service,False,True,64.023,,,,parking_aisle,,,,,,,36.849001043980905
"LINESTRING (-81.8997694 26.41386,-81.8997777 26.4143762)",1658,5801434593,5801434597,613014387,,service,False,False,57.405,,,,parking_aisle,,,,,,,48.96712890408201
"LINESTRING (-81.9002414 26.4142652,-81.9000703 26.4143184)",1662,5801434594,5801434595,613014396,,service,False,False,18.037,,,,,,,,,,,0.6576164005713494
"LINESTRING (-81.9000703 26.4143184,-81.8998971 26.4143722)",1666,5801434595,5801434596,613014396,,service,False,False,18.256,,,,,,,,,,,8.880631734211386
"LINESTRING (-81.8998971 26.4143722,-81.8997777 26.4143762)",1669,5801434596,5801434597,613014396,,service,False,False,11.899,,,,,,,,,,,20.99875959431249
"LINESTRING (-81.8998971 26.4143722,-81.9000318 26.4147588)",1671,5801434596,5801434598,613014398,,service,False,False,45.032,,,,parking_aisle,,,,,,,125.36304443028529
"LINESTRING (-81.8997777 26.4143762,-81.899784 26.4147648,-81.9000318 26.4147588)",1674,5801434597,5801434598,613014387,,service,False,False,67.901,,,,parking_aisle,,,,,,,128.600540556175
"LINESTRING (-81.8994093 26.4133252,-81.8992704 26.4131172)",1679,5801434599,5801434611,613014400,,service,False,False,26.949,,,,,,,,,,,102.67808893707188
"LINESTRING (-81.8994093 26.4133252,-81.8993269 26.4133492,-81.8993346 26.4146772)",1680,5801434599,5801434652,"[613014385, 613014382]",,service,False,True,156.298,,,,,,,,,,,126.57710547749392
"LINESTRING (-81.8992608 26.4131027,-81.8992199 26.4130414)",1681,5801434604,5801434609,613014400,,service,False,False,7.941,,,,,,,,,,,0.6295131355896678
"LINESTRING (-81.8992608 26.4131027,-81.8992704 26.4131172)",1682,5801434604,5801434611,613014400,,service,False,True,1.874,,,,,,,,,,,0.0674478359560358
"LINESTRING (-81.8992608 26.4131027,-81.8987964 26.4131534)",1683,5801434604,5801434630,613014406,,service,False,True,46.591,,,,,,,,,,,1.1016479872819187
"LINESTRING (-81.8989902 26.412357,-81.8994401 26.4123482,-81.8995924 26.4127879,-81.8993314 26.4128741,-81.8992199 26.4130414)",1684,5801434605,5801434609,"[613014409, 613014411, 613014413]",,service,False,False,145.374,,,,,,,,,,,361.0707484846451
"LINESTRING (-81.8992199 26.4130414,-81.8991685 26.4129644,-81.8980879 26.4130168,-81.8981352 26.4131284)",1686,5801434609,5801434650,"[613014400, 613014402, 613014404]",,service,False,False,131.02,,,,,,,,,,,19.110220187543487
"LINESTRING (-81.8996673 26.4130009,-81.8992704 26.4131172)",1688,5801434610,5801434611,613014415,,service,False,False,41.588,,,,,,,,,,,3.7770788135380062
"LINESTRING (-81.89427 26.4153188,-81.8942703 26.4156464,-81.8940611 26.4156517)",1694,5801434616,7011017145,749746238,,service,False,False,57.27,,,,,,,,,,,0.0
"LINESTRING (-81.8942743 26.415157,-81.8942671 26.4147149)",1695,5801434621,7011017138,749746236,,service,False,False,49.165,,,,,,,,,,,0.0
"LINESTRING (-81.8988635 26.4143805,-81.8988429 26.4139249,-81.8988305 26.4135626,-81.8987964 26.4131534)",1698,5801434627,5801434630,613014417,,service,False,False,136.635,,,,,,,,,,,9.397731809874326
"LINESTRING (-81.8987964 26.4131534,-81.8987025 26.4131636,-81.8982164 26.4133199,-81.8981352 26.4131284)",1700,5801434630,5801434650,"[613014404, 613014406]",,service,False,True,83.633,,,,,,,,,,,19.582355039235736
