WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,split_CYD
"LINESTRING (-81.9608774 26.5184667,-81.9609241 26.518492,-81.9609817 26.518506,-81.9610752 26.5184708,-81.9611311 26.5184115,-81.9611713 26.5183388,-81.9611905 26.5181551,-81.9612088 26.5180355,-81.9611346 26.5179472,-81.9609827 26.5179293)",218290,7104273998,7104273988,760481564,,service,False,True,100.576,,,private,,,,,,,,8.875
"LINESTRING (-81.9608774 26.5184667,-81.960873 26.518482,-81.960861 26.518547,-81.960856 26.518621,-81.960861 26.518695,-81.9608707 26.5187415)",218291,7104273998,7083806052,164026321,Iona Lakes Drive,residential,False,True,30.829,,,private,,,,,,,,8.875
"LINESTRING (-81.9607391 26.5169541,-81.960723 26.516908,-81.96071 26.516843,-81.960705 26.516777,-81.960711 26.516698,-81.9607237 26.5166363)",218292,7104274685,7104206157,284628684,Iona Lakes Drive,residential,False,False,35.851,,,private,,,,,,,,8.125
"LINESTRING (-81.9607391 26.5169541,-81.960745 26.516971,-81.960816 26.517102,-81.960903 26.51732,-81.9609361 26.5174525)",218293,7104274685,98232675,284628684,Iona Lakes Drive,residential,False,True,58.995,,,private,,,,,,,,8.125
"LINESTRING (-81.9607391 26.5169541,-81.9605848 26.5170491,-81.9605168 26.5171256,-81.9604828 26.5171922,-81.9604839 26.5172472,-81.9605245 26.517305,-81.9606045 26.5173472,-81.9607382 26.517407,-81.9608533 26.5174453,-81.9609361 26.5174525)",218294,7104274685,98232675,760481625,,service,False,True,95.962,,,private,,,,,,,,8.125
"LINESTRING (-81.9607391 26.5169541,-81.9608782 26.5169533,-81.9609768 26.5169857,-81.9610262 26.5170563,-81.9610404 26.5171298,-81.9610382 26.5172279,-81.9610547 26.5172995,-81.9610623 26.5173613,-81.9610623 26.5174162,-81.9610316 26.5174427,-81.9609361 26.5174525)",218295,7104274685,98232675,760481626,,service,False,False,87.712,,,private,,,,,,,,8.125
"LINESTRING (-81.9607804 26.5136606,-81.9605731 26.5136635)",218344,7111491121,7059169808,11022389,Summerwood Drive,residential,False,False,20.629,,,,,,,,,,,115.5
"LINESTRING (-81.9607804 26.5136606,-81.9613527 26.5136525)",218345,7111491121,7558025740,11022389,Summerwood Drive,residential,False,True,56.951,,,,,,,,,,,190.33333333333331
"LINESTRING (-81.9607804 26.5136606,-81.9607847 26.5132248)",218346,7111491121,7111491122,761160518,,service,False,False,48.461,,,private,driveway,,,,,,,92.83333333333333
"LINESTRING (-81.9607847 26.5132248,-81.9607804 26.5136606)",218347,7111491122,7111491121,761160518,,service,False,True,48.461,,,private,driveway,,,,,,,92.83333333333333
"LINESTRING (-81.9320752 26.493792,-81.9323241 26.4937883)",218377,7111739417,98112244,11015057,,residential,False,False,24.773,,,,,,,,,,,0.0
"LINESTRING (-81.9320752 26.493792,-81.9313811 26.4938022)",218378,7111739417,7111739437,11015057,,residential,False,True,69.085,,,,,,,,,,,0.0
"LINESTRING (-81.9320752 26.493792,-81.9320722 26.4936202)",218379,7111739417,7111739436,761190902,,service,False,False,19.106,,,,,,,,,,,0.0
"LINESTRING (-81.9315639 26.4917808,-81.9320399 26.4917796)",218380,7111739424,7111739425,761190902,,service,False,False,47.371,,,,,,,,,,,0.0
"LINESTRING (-81.9315639 26.4917808,-81.9315435 26.4909246,-81.9315639 26.4908592,-81.9316209 26.4908422,-81.9319349 26.4908475,-81.9320007 26.4908788,-81.9320255 26.4909586,-81.9320399 26.4917796)",218381,7111739424,7111739425,761190902,,service,False,True,247.939,,,,,,,,,,,0.0
"LINESTRING (-81.9315639 26.4917808,-81.9310872 26.4917851,-81.9310385 26.4918228,-81.9310163 26.4918881,-81.9310182 26.4923895)",218382,7111739424,7111739434,761190903,,service,False,False,117.195,,,,,,,,,,,0.0
"LINESTRING (-81.9320399 26.4917796,-81.9320505 26.4923815)",218383,7111739425,7111739433,761190902,,service,False,True,66.937,,,,,,,,,,,0.0
"LINESTRING (-81.9320399 26.4917796,-81.9315639 26.4917808)",218384,7111739425,7111739424,761190902,,service,False,True,47.371,,,,,,,,,,,0.0
"LINESTRING (-81.9320399 26.4917796,-81.9320255 26.4909586,-81.9320007 26.4908788,-81.9319349 26.4908475,-81.9316209 26.4908422,-81.9315639 26.4908592,-81.9315435 26.4909246,-81.9315639 26.4917808)",218385,7111739425,7111739424,761190902,,service,False,False,247.939,,,,,,,,,,,0.0
"LINESTRING (-81.9320645 26.4931821,-81.9320505 26.4923815)",218386,7111739432,7111739433,761190902,,service,False,False,89.034,,,,,,,,,,,0.0
"LINESTRING (-81.9320645 26.4931821,-81.9320722 26.4936202)",218387,7111739432,7111739436,761190902,,service,False,True,48.721,,,,,,,,,,,0.0
"LINESTRING (-81.9320645 26.4931821,-81.9311226 26.493182,-81.9310606 26.4931582,-81.9310208 26.4931166,-81.9310182 26.4923895)",218388,7111739432,7111739434,761190903,,service,False,True,187.39,,,,,,,,,,,0.0
"LINESTRING (-81.9320505 26.4923815,-81.9320399 26.4917796)",218389,7111739433,7111739425,761190902,,service,False,False,66.937,,,,,,,,,,,0.0
"LINESTRING (-81.9320505 26.4923815,-81.9320645 26.4931821)",218390,7111739433,7111739432,761190902,,service,False,True,89.034,,,,,,,,,,,0.0
"LINESTRING (-81.9320505 26.4923815,-81.9310182 26.4923895)",218391,7111739433,7111739434,761190904,,service,False,False,102.737,,,,,,,,,,,0.0
"LINESTRING (-81.9310182 26.4923895,-81.9320505 26.4923815)",218392,7111739434,7111739433,761190904,,service,False,True,102.737,,,,,,,,,,,0.0
"LINESTRING (-81.9310182 26.4923895,-81.9310208 26.4931166,-81.9310606 26.4931582,-81.9311226 26.493182,-81.9320645 26.4931821)",218393,7111739434,7111739432,761190903,,service,False,False,187.39,,,,,,,,,,,0.0
"LINESTRING (-81.9310182 26.4923895,-81.9310163 26.4918881,-81.9310385 26.4918228,-81.9310872 26.4917851,-81.9315639 26.4917808)",218394,7111739434,7111739424,761190903,,service,False,True,117.195,,,,,,,,,,,0.0
"LINESTRING (-81.9304287 26.4936459,-81.9304339 26.4938162)",218395,7111739435,7011689992,749825456,,service,False,False,18.944,,,,,,,,,,,0.0
"LINESTRING (-81.9304287 26.4936459,-81.9304142 26.4931746)",218396,7111739435,7011689991,749825456,,service,False,True,52.426,,,,,,,,,,,0.0
"LINESTRING (-81.9304287 26.4936459,-81.9313675 26.4936312)",218397,7111739435,7111739438,761190905,,service,False,False,93.442,,,,,,,,,,,0.0
"LINESTRING (-81.9320722 26.4936202,-81.9320645 26.4931821)",218398,7111739436,7111739432,761190902,,service,False,False,48.721,,,,,,,,,,,0.0
"LINESTRING (-81.9320722 26.4936202,-81.9320752 26.493792)",218399,7111739436,7111739417,761190902,,service,False,True,19.106,,,,,,,,,,,0.0
"LINESTRING (-81.9320722 26.4936202,-81.9319618 26.4936204)",218400,7111739436,7111739445,761190905,,service,False,True,10.987,,,,,,,,,,,0.0
"LINESTRING (-81.9313811 26.4938022,-81.9320752 26.493792)",218401,7111739437,7111739417,11015057,,residential,False,False,69.085,,,,,,,,,,,0.0
"LINESTRING (-81.9313811 26.4938022,-81.9304339 26.4938162)",218402,7111739437,7011689992,11015057,,residential,False,True,94.276,,,,,,,,,,,0.0
"LINESTRING (-81.9313811 26.4938022,-81.9313675 26.4936312)",218403,7111739437,7111739438,761190906,,service,False,False,19.062,,,,,,,,,,,0.0
"LINESTRING (-81.9313675 26.4936312,-81.9319618 26.4936204)",218404,7111739438,7111739445,761190905,,service,False,False,59.156,,,,,,,,,,,0.0
"LINESTRING (-81.9313675 26.4936312,-81.9313627 26.493365,-81.9313845 26.4933125,-81.9314248 26.493293,-81.9318878 26.493296,-81.9319331 26.4933185,-81.9319554 26.4933693,-81.9319618 26.4936204)",218405,7111739438,7111739445,761190906,,service,False,False,125.622,,,,,,,,,,,0.0
"LINESTRING (-81.9313675 26.4936312,-81.9304287 26.4936459)",218406,7111739438,7111739435,761190905,,service,False,True,93.442,,,,,,,,,,,0.0
"LINESTRING (-81.9313675 26.4936312,-81.9313811 26.4938022)",218407,7111739438,7111739437,761190906,,service,False,True,19.062,,,,,,,,,,,0.0
"LINESTRING (-81.9319618 26.4936204,-81.9320722 26.4936202)",218408,7111739445,7111739436,761190905,,service,False,False,10.987,,,,,,,,,,,0.0
"LINESTRING (-81.9319618 26.4936204,-81.9313675 26.4936312)",218409,7111739445,7111739438,761190905,,service,False,True,59.156,,,,,,,,,,,0.0
"LINESTRING (-81.9319618 26.4936204,-81.9319554 26.4933693,-81.9319331 26.4933185,-81.9318878 26.493296,-81.9314248 26.493293,-81.9313845 26.4933125,-81.9313627 26.493365,-81.9313675 26.4936312)",218410,7111739445,7111739438,761190906,,service,False,True,125.622,,,,,,,,,,,0.0
"LINESTRING (-81.9666776 26.5202461,-81.9666737 26.5203453,-81.9666368 26.520408,-81.966594 26.5204376,-81.9665239 26.5204236,-81.9665064 26.520361,-81.966629 26.5202792,-81.9666776 26.5202461)",218441,7111924507,7111924507,761213304,,service,False,False,59.913,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9666776 26.5202461,-81.966629 26.5202792,-81.9665064 26.520361,-81.9665239 26.5204236,-81.966594 26.5204376,-81.9666368 26.520408,-81.9666737 26.5203453,-81.9666776 26.5202461)",218442,7111924507,7111924507,761213304,,service,False,True,59.913,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9666776 26.5202461,-81.9667224 26.5200529,-81.966743 26.519913)",218443,7111924507,98074583,761213304,,service,False,True,37.631,,,private,driveway,,,,,,,54.833333333333336
"LINESTRING (-81.9728495 26.4959596,-81.9741501 26.4953601)",218454,7113505939,1869849174,176443492,,service,False,True,145.589,,,,,,,,,,,23.166666666666668
"LINESTRING (-81.9728495 26.4959596,-81.9725834 26.495945,-81.9718828 26.4959548)",218455,7113505939,7113505941,761376260,,service,False,False,96.26,,,,,,,,,,,0.0
"LINESTRING (-81.9728495 26.4959596,-81.9726295 26.496061,-81.9725426 26.4961002,-81.9724767 26.4961138,-81.9724139 26.4961194,-81.9718872 26.4961282)",218456,7113505939,1869849062,761376262,,service,False,False,99.745,,,,,,,,,,,0.0
"LINESTRING (-81.9718828 26.4959548,-81.9718872 26.4961282)",218457,7113505941,1869849062,761376261,,service,False,False,19.286,,,,,,,,,,,0.0
"LINESTRING (-81.9718828 26.4959548,-81.9718748 26.4956393,-81.9718801 26.4955673,-81.9718989 26.4954929,-81.9719177 26.4954089,-81.9719096 26.4940982,-81.971915 26.4940478,-81.9719257 26.4939998,-81.9719606 26.4939662,-81.9720089 26.4939494,-81.9722959 26.493947,-81.9723388 26.4939566,-81.9723817 26.4939782,-81.9723821 26.4940157)",218458,7113505941,1869849035,176443498,,service,False,True,270.232,,,,,,,,,,,0.0
"LINESTRING (-81.9718828 26.4959548,-81.9725834 26.495945,-81.9728495 26.4959596)",218459,7113505941,7113505939,761376260,,service,False,True,96.26,,,,,,,,,,,0.0
"LINESTRING (-81.9587505 26.5239399,-81.9588778 26.5238265,-81.9589785 26.5237462,-81.959012 26.523678)",218460,7113542016,98428333,761379615,,service,False,True,39.576,,,private,,,,,,,,488.1666666666667
"LINESTRING (-81.9677638 26.4928012,-81.967736 26.491123)",218477,7113654101,98193600,11022043,John Morris Road,residential,False,False,186.628,,,,,25 mph,,,,,,0.0
"LINESTRING (-81.9677638 26.4928012,-81.9679632 26.492797)",218478,7113654101,7113654102,761391849,,service,False,False,19.849,,,,,,,,,,,0.0
"LINESTRING (-81.9677638 26.4928012,-81.967769 26.493117,-81.9677685 26.4931741)",218479,7113654101,2900342623,11022043,John Morris Road,residential,False,True,41.468,,,,,25 mph,,,,,,38.333333333333336
"LINESTRING (-81.9679632 26.492797,-81.9677638 26.4928012)",218480,7113654102,7113654101,761391849,,service,False,True,19.849,,,,,,,,,,,0.0
"LINESTRING (-81.9679632 26.492797,-81.968041 26.4927705)",218481,7113654102,7113654106,761391849,,service,False,True,8.284,,,,,,,,,,,0.0
"LINESTRING (-81.9679632 26.492797,-81.9679849 26.4928722,-81.9681686 26.4930422,-81.9682838 26.4929488)",218482,7113654102,7113654105,761391849,,service,False,False,50.402,,,,,,,,,,,0.0
"LINESTRING (-81.9682838 26.4929488,-81.968041 26.4927705)",218483,7113654105,7113654106,761391849,,service,False,False,31.256,,,,,,,,,,,0.0
"LINESTRING (-81.9682838 26.4929488,-81.9681686 26.4930422,-81.9679849 26.4928722,-81.9679632 26.492797)",218484,7113654105,7113654102,761391849,,service,False,True,50.402,,,,,,,,,,,0.0
"LINESTRING (-81.9682838 26.4929488,-81.9683414 26.4930937,-81.9683407 26.4932423)",218485,7113654105,7113654108,761391850,,service,False,False,33.625,,,,,,,,,,,0.0
"LINESTRING (-81.968041 26.4927705,-81.9679632 26.492797)",218486,7113654106,7113654102,761391849,,service,False,False,8.284,,,,,,,,,,,0.0
"LINESTRING (-81.968041 26.4927705,-81.9682838 26.4929488)",218487,7113654106,7113654105,761391849,,service,False,True,31.256,,,,,,,,,,,0.0
"LINESTRING (-81.968041 26.4927705,-81.9680488 26.4926604)",218488,7113654106,7113654109,761391851,,service,False,False,12.267,,,,,,,,,,,4.0
"LINESTRING (-81.9683407 26.4932423,-81.9677685 26.4931741)",218489,7113654108,2900342623,286375899,,service,False,False,57.447,,,,,,,,,,,38.333333333333336
"LINESTRING (-81.9683407 26.4932423,-81.9684397 26.4932541)",218490,7113654108,2900342622,286375899,,service,False,True,9.939,,,,,,,,,,,7.166666666666667
"LINESTRING (-81.9683407 26.4932423,-81.9683414 26.4930937,-81.9682838 26.4929488)",218491,7113654108,7113654105,761391850,,service,False,True,33.625,,,,,,,,,,,0.0
"LINESTRING (-81.9680488 26.4926604,-81.968041 26.4927705)",218492,7113654109,7113654106,761391851,,service,False,True,12.267,,,,,,,,,,,4.0
"LINESTRING (-81.9580679 26.45625,-81.9583052 26.4565445,-81.958375 26.4566595)",218518,7113967646,98444349,761421682,,service,False,True,54.931,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.95782 26.4567004,-81.9581803 26.4568416,-81.9582706 26.4568632)",218519,7113967648,98444340,761421683,,service,False,True,48.459,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9576133 26.4571719,-81.9578316 26.4571211,-81.9579805 26.4570919,-81.9581615 26.4570629)",218520,7113967651,98444347,761421684,,service,False,True,55.933,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9355727 26.5098549,-81.935546 26.508973)",218522,7114075067,681210565,749766601,Pine Ridge Road,tertiary,False,False,98.099,2,,,,,,,,,,82.375
"LINESTRING (-81.9355727 26.5098549,-81.9356005 26.5107748)",218523,7114075067,7567863709,749766601,Pine Ridge Road,tertiary,False,True,102.326,2,,,,,,,,,,137.5
"LINESTRING (-81.9355727 26.5098549,-81.9353159 26.5098592)",218524,7114075067,7114075081,761431840,,service,False,False,25.557,,,private,,,,,,,,64.0
"LINESTRING (-81.9347367 26.5092036,-81.9345942 26.5092025,-81.9334127 26.5092186,-81.9333828 26.5092175,-81.9333588 26.5092047,-81.9333421 26.5091854,-81.9333337 26.5091575,-81.933323 26.5089783)",218525,7114075073,7114075080,761431840,,service,False,False,163.398,,,private,,,,,,,,14.833333333333334
"LINESTRING (-81.9347367 26.5092036,-81.9347423 26.5097916,-81.9347629 26.5098259,-81.9347924 26.5098536,-81.9348233 26.5098642,-81.9348631 26.5098668,-81.9350211 26.5098642,-81.9353159 26.5098592)",218526,7114075073,7114075081,761431840,,service,False,True,126.297,,,private,,,,,,,,14.833333333333334
"LINESTRING (-81.9347367 26.5092036,-81.9349991 26.5092512,-81.9351723 26.5092554,-81.9352558 26.5092637,-81.9352899 26.5092928,-81.9353022 26.5093384,-81.9353159 26.5098592)",218527,7114075073,7114075081,782398597,,service,False,True,120.072,,,private,,,,,,,,14.833333333333334
"LINESTRING (-81.933323 26.5089783,-81.9336215 26.5089735)",218528,7114075080,7114096691,173570260,Kelly Road,residential,False,False,29.707,,,,,,,,,,,0.0
"LINESTRING (-81.933323 26.5089783,-81.9328503 26.5089853)",218529,7114075080,7845696582,173570260,Kelly Road,residential,False,True,47.042,,,,,,,,,,,0.0
"LINESTRING (-81.933323 26.5089783,-81.9333337 26.5091575,-81.9333421 26.5091854,-81.9333588 26.5092047,-81.9333828 26.5092175,-81.9334127 26.5092186,-81.9345942 26.5092025,-81.9347367 26.5092036)",218530,7114075080,7114075073,761431840,,service,False,True,163.398,,,private,,,,,,,,14.833333333333334
"LINESTRING (-81.9353159 26.5098592,-81.9355727 26.5098549)",218531,7114075081,7114075067,761431840,,service,False,True,25.557,,,private,,,,,,,,64.0
"LINESTRING (-81.9353159 26.5098592,-81.9350211 26.5098642,-81.9348631 26.5098668,-81.9348233 26.5098642,-81.9347924 26.5098536,-81.9347629 26.5098259,-81.9347423 26.5097916,-81.9347367 26.5092036)",218532,7114075081,7114075073,761431840,,service,False,False,126.297,,,private,,,,,,,,14.833333333333334
"LINESTRING (-81.9353159 26.5098592,-81.9353022 26.5093384,-81.9352899 26.5092928,-81.9352558 26.5092637,-81.9351723 26.5092554,-81.9349991 26.5092512,-81.9347367 26.5092036)",218533,7114075081,7114075073,782398597,,service,False,False,120.072,,,private,,,,,,,,14.833333333333334
"LINESTRING (-81.9346978 26.5084785,-81.9346737 26.5084734,-81.9336642 26.5084798,-81.9336301 26.5084836,-81.9336216 26.5084898)",218549,7114096685,8292010032,761431843,,service,False,False,107.427,,,,,,,,,,,0.0
"LINESTRING (-81.9346978 26.5084785,-81.9347176 26.5084925,-81.9347205 26.5085153,-81.9347229 26.5087589)",218550,7114096685,7114096692,761431843,,service,False,True,32.151,,,,,,,,,,,16.5
"LINESTRING (-81.9346978 26.5084785,-81.9348489 26.5084251,-81.9349536 26.5084149,-81.9350602 26.5084217,-81.9351136 26.5084694,-81.9351593 26.5085632,-81.9351916 26.5087574,-81.9351992 26.5089751)",218551,7114096685,7305956854,782398598,,service,False,True,102.216,,,private,,,,,,,,31.333333333333332
"LINESTRING (-81.9336215 26.5089735,-81.933323 26.5089783)",218552,7114096691,7114075080,173570260,Kelly Road,residential,False,True,29.707,,,,,,,,,,,0.0
"LINESTRING (-81.9336215 26.5089735,-81.9336089 26.5087847)",218553,7114096691,7114096693,761431843,,service,False,True,21.031,,,,,,,,,,,0.0
"LINESTRING (-81.9336215 26.5089735,-81.933897 26.508969,-81.934725 26.50896)",218554,7114096691,98194920,173570260,Kelly Road,residential,False,False,109.814,,,,,,,,,,,21.666666666666668
"LINESTRING (-81.9347229 26.5087589,-81.9336089 26.5087847)",218555,7114096692,7114096693,761431842,,service,False,False,110.885,,,,,,,,,,,16.5
"LINESTRING (-81.9347229 26.5087589,-81.9347236 26.5088186,-81.934725 26.50896)",218556,7114096692,98194920,761431841,,service,False,True,22.363,,,private,,,,,,,,38.16666666666667
"LINESTRING (-81.9347229 26.5087589,-81.9347205 26.5085153,-81.9347176 26.5084925,-81.9346978 26.5084785)",218557,7114096692,7114096685,761431843,,service,False,False,32.151,,,,,,,,,,,16.5
"LINESTRING (-81.9336089 26.5087847,-81.9347229 26.5087589)",218558,7114096693,7114096692,761431842,,service,False,True,110.885,,,,,,,,,,,16.5
"LINESTRING (-81.9336089 26.5087847,-81.9336215 26.5089735)",218559,7114096693,7114096691,761431843,,service,False,False,21.031,,,,,,,,,,,0.0
"LINESTRING (-81.9336089 26.5087847,-81.9335919 26.5085305,-81.9336075 26.5085001,-81.9336216 26.5084898)",218560,7114096693,8292010032,761431843,,service,False,True,33.847,,,,,,,,,,,0.0
"LINESTRING (-81.9354956 26.5077954,-81.9354694 26.5069773)",218561,7114096695,7013204111,749766601,Pine Ridge Road,tertiary,False,False,91.006,2,,,,,,,,,,79.5
"LINESTRING (-81.9354956 26.5077954,-81.935514 26.508368,-81.9355425 26.5089063,-81.935546 26.508973)",218562,7114096695,681210565,749766601,Pine Ridge Road,tertiary,False,True,131.045,2,,,,,,,,,,76.20833333333334
"LINESTRING (-81.9354956 26.5077954,-81.9352499 26.5077977,-81.9339583 26.5078096)",218563,7114096695,7114096696,761431844,,service,False,False,152.978,,,private,,,,,,,,57.833333333333336
"LINESTRING (-81.9339583 26.5078096,-81.9352499 26.5077977,-81.9354956 26.5077954)",218564,7114096696,7114096695,761431844,,service,False,True,152.978,,,private,,,,,,,,57.833333333333336
"LINESTRING (-81.9353951 26.5046378,-81.935392 26.504486)",218565,7114096698,681210559,749766601,Pine Ridge Road,tertiary,False,False,16.882,2,,,,,,,,,,28.166666666666668
"LINESTRING (-81.9353951 26.5046378,-81.935399 26.50483,-81.9354143 26.5052873)",218566,7114096698,7942164575,749766601,Pine Ridge Road,tertiary,False,True,72.247,2,,,,,,,,,,96.16666666666667
"LINESTRING (-81.9353951 26.5046378,-81.9352344 26.5046404,-81.9351757 26.5046414)",218567,7114096698,7114096700,761431845,,service,False,False,21.836,,,private,,,,,,,,28.166666666666668
"LINESTRING (-81.9351757 26.5046414,-81.9338988 26.5046623,-81.9338806 26.505148,-81.9344611 26.505154)",218568,7114096700,7603043594,761431845,,service,False,False,238.889,,,private,,,,,,,,0.0
"LINESTRING (-81.9351757 26.5046414,-81.9352344 26.5046404,-81.9353951 26.5046378)",218569,7114096700,7114096698,761431845,,service,False,True,21.836,,,private,,,,,,,,28.166666666666668
"LINESTRING (-81.9351757 26.5046414,-81.9351958 26.5051314,-81.9351865 26.5051504,-81.9351612 26.5051612,-81.9347657 26.5051731)",218570,7114096700,7114096704,761431846,,service,False,False,98.995,,,private,,,,,,,,0.0
"LINESTRING (-81.9347657 26.5051731,-81.9351612 26.5051612,-81.9351865 26.5051504,-81.9351958 26.5051314,-81.9351757 26.5046414)",218571,7114096704,7114096700,761431846,,service,False,True,98.995,,,private,,,,,,,,0.0
"LINESTRING (-81.9576983 26.5150692,-81.9582273 26.5150632)",218578,7114193648,8793764194,11022384,Summerwood Drive,residential,False,False,52.639,,,,,,,,,,,91.66666666666667
"LINESTRING (-81.9576983 26.5150692,-81.9572582 26.5150742)",218579,7114193648,7885770209,11022384,Summerwood Drive,residential,False,True,43.793,,,,,,,,,,,135.83333333333334
"LINESTRING (-81.9576983 26.5150692,-81.9576791 26.5151371,-81.9576834 26.5151885,-81.9577206 26.5152584,-81.9577482 26.5153079,-81.9577754 26.5153736,-81.9577803 26.5154052,-81.9577973 26.5154525,-81.9578017 26.515467)",218580,7114193648,7114193656,761441982,,service,False,False,46.813,,,private,driveway,,,,,,,29.166666666666668
"LINESTRING (-81.9578017 26.515467,-81.9577973 26.5154525,-81.9577803 26.5154052,-81.9577754 26.5153736,-81.9577482 26.5153079,-81.9577206 26.5152584,-81.9576834 26.5151885,-81.9576791 26.5151371,-81.9576983 26.5150692)",218581,7114193656,7114193648,761441982,,service,False,True,46.813,,,private,driveway,,,,,,,29.166666666666668
"LINESTRING (-81.9340042 26.5181018,-81.9339157 26.5181026,-81.9317773 26.5181318,-81.9312791 26.5181386,-81.9304844 26.5181522)",218582,7114200875,1756887045,"[164026314, 136256210]",Gladiolus Drive,primary,True,False,350.253,2,CR 865,,,,,,,,,312.0
"LINESTRING (-81.9340042 26.5181018,-81.9340059 26.5180436,-81.9340166 26.5177583,-81.9340218 26.5177485,-81.9340426 26.5177407,-81.934371 26.5177385)",218583,7114200875,7114200880,761442808,,service,False,False,74.342,,,,,,,,,,,0.0
"LINESTRING (-81.934371 26.5177385,-81.9340426 26.5177407,-81.9340218 26.5177485,-81.9340166 26.5177583,-81.9340059 26.5180436,-81.9340042 26.5181018)",218584,7114200880,7114200875,761442808,,service,False,True,74.342,,,,,,,,,,,0.0
"LINESTRING (-81.9362694 26.5297953,-81.936413 26.529649)",218607,7116004359,98141260,761627067,,service,False,True,21.65,,,,,,,,,,,6.625
"LINESTRING (-81.9362694 26.5297953,-81.9362662 26.529843,-81.9362491 26.5298851,-81.9361946 26.5299328,-81.9359854 26.5300866)",218608,7116004359,7116004363,761627067,,service,False,False,44.818,,,,,,,,,,,0.0
"LINESTRING (-81.9362694 26.5297953,-81.9361074 26.5297169,-81.9360252 26.5296415,-81.9359441 26.5295565,-81.9358822 26.5295297,-81.9358256 26.5295317,-81.9357146 26.529631)",218609,7116004359,7116004369,761627068,,service,False,False,70.554,,,,,,,,,,,0.0
"LINESTRING (-81.9359854 26.5300866,-81.9361946 26.5299328,-81.9362491 26.5298851,-81.9362662 26.529843,-81.9362694 26.5297953)",218610,7116004363,7116004359,761627067,,service,False,True,44.818,,,,,,,,,,,0.0
"LINESTRING (-81.9357146 26.529631,-81.9358256 26.5295317,-81.9358822 26.5295297,-81.9359441 26.5295565,-81.9360252 26.5296415,-81.9361074 26.5297169,-81.9362694 26.5297953)",218611,7116004369,7116004359,761627068,,service,False,True,70.554,,,,,,,,,,,0.0
"LINESTRING (-81.93363 26.5285601,-81.9336246 26.5284311,-81.9335691 26.5283681,-81.9334735 26.5282475)",218612,7116004370,7116004373,761627069,,service,False,False,39.715,,,,,,,,,,,0.0
"LINESTRING (-81.9334735 26.5282475,-81.933054 26.528499,-81.932965 26.528557,-81.932846 26.528642,-81.932793 26.528706,-81.93271 26.528829,-81.932674 26.528983,-81.932686 26.529138,-81.932721 26.529378)",218613,7116004373,98141299,11017493,Harbour Yacht Court,residential,False,False,162.859,,,,,,,,,,,0.0
"LINESTRING (-81.9334735 26.5282475,-81.933516 26.528222,-81.933682 26.528163,-81.933855 26.528127,-81.933947 26.528128,-81.934032 26.52814,-81.934104 26.528156)",218614,7116004373,98141273,11017493,Harbour Yacht Court,residential,False,True,65.628,,,,,,,,,,,0.0
"LINESTRING (-81.9334735 26.5282475,-81.9335691 26.5283681,-81.9336246 26.5284311,-81.93363 26.5285601)",218615,7116004373,7116004370,761627069,,service,False,True,39.715,,,,,,,,,,,0.0
"LINESTRING (-81.9455498 26.5084406,-81.9453536 26.5084487)",218616,7116146942,7116146946,761645707,,service,False,False,19.544,,,,,,,,,,,0.0
"LINESTRING (-81.9455498 26.5084406,-81.9455504 26.5084763,-81.9455572 26.5086547)",218617,7116146942,7116146945,761645705,,service,False,False,23.819,,,,,,,,,,,0.0
"LINESTRING (-81.9455498 26.5084406,-81.9456489 26.5084352,-81.9456755 26.50844,-81.9456888 26.5084633,-81.945701 26.5087569)",218618,7116146942,98501594,761645705,,service,False,True,48.157,,,,,,,,,,,14.0
"LINESTRING (-81.945564 26.5087588,-81.9453657 26.5087643)",218619,7116146944,7116146947,11048160,Chitwood Drive,service,False,False,19.741,,,,,,,,,,,20.666666666666668
"LINESTRING (-81.945564 26.5087588,-81.945701 26.5087569)",218620,7116146944,98501594,11048160,Chitwood Drive,service,False,True,13.634,,,,,,,,,,,14.0
"LINESTRING (-81.9455572 26.5086547,-81.945564 26.5087588)",218621,7116146945,7116146944,761645706,,service,True,False,11.595,,,,,,,,,,,0.0
"LINESTRING (-81.9455572 26.5086547,-81.9455504 26.5084763,-81.9455498 26.5084406)",218622,7116146945,7116146942,761645705,,service,False,True,23.819,,,,,,,,,,,0.0
"LINESTRING (-81.9453536 26.5084487,-81.9453657 26.5087643)",218623,7116146946,7116146947,761645707,,service,False,False,35.114,,,,,,,,,,,20.666666666666668
"LINESTRING (-81.9453536 26.5084487,-81.9455498 26.5084406)",218624,7116146946,7116146942,761645707,,service,False,True,19.544,,,,,,,,,,,0.0
"LINESTRING (-81.9453536 26.5084487,-81.9450656 26.5084577,-81.9450504 26.5084726,-81.9450448 26.5084975,-81.9450559 26.5087676)",218625,7116146946,7116146951,761645708,,service,False,False,63.796,,,,,,,,,,,0.0
"LINESTRING (-81.9453657 26.5087643,-81.945564 26.5087588)",218626,7116146947,7116146944,11048160,Chitwood Drive,service,False,True,19.741,,,,,,,,,,,20.666666666666668
